sleep_hours,exercise_freq,stress_level,nutrition_score,genetic_resilience,bio_age_offset
6.2472407130841745,6,0.9553531383466818,64.05022494543567,83.35243180179634,10.23
9.704285838459498,3,6.23859324676573,90.17413716484424,87.19672499781146,10.68
8.39196365086843,5,4.517676787372292,96.46140268159269,90.1771040780366,12.24
7.59195090518222,2,5.866084631754741,70.25513472637832,70.98564238528647,7.73
4.936111842654619,6,1.6801420774486342,95.30555010662485,78.8307946877366,12.46
4.935967122017216,4,7.368737449441821,66.0747850623941,89.403782745372,6.1
4.3485016730091965,0,8.627970775432285,73.82184931718959,94.63078958377697,4.81
9.197056874649611,6,2.1673980009077565,61.30144989079999,91.13317588653172,10.53
7.606690070459253,4,0.9571455552016173,82.0238021087922,73.00135419185318,11.97
8.248435466776273,5,0.23638586046336396,98.94905575874044,66.83082810265276,14.58
4.123506965774815,5,6.4197150044326605,80.17465480216893,77.12873880923061,7.96
9.819459112971966,0,6.070940360887808,67.89070420567745,85.95745081426148,7.68
8.99465584480253,1,5.4669741271407,82.39087229952642,77.23991747636542,9.4
5.2740346640696565,0,2.3194709611597544,56.14603392326938,76.9113302159784,6.56
5.090949803242603,3,3.9090599590551465,94.43295401326993,89.33806473786302,10.43
5.100427059120603,6,5.944763351861731,75.15419753899181,72.64913226735152,8.38
5.825453457757226,2,4.967668588591694,72.4674871019821,90.0928136184076,7.69
7.148538589793427,1,9.877855202148872,79.29323942267595,74.23816803331033,6.15
6.591670111852695,0,1.3643975255673313,81.23919313947013,71.48815869874188,10.08
5.747374841188251,4,6.951445540475937,53.58879031132565,75.88964689198946,5.38
7.671117368334277,1,4.043187681042921,84.13086106117012,86.6856435536204,9.76
4.836963163912251,6,4.281996149256147,62.09658401577648,64.4100709752398,7.8
5.752867891211309,1,7.175977656581763,85.69763162532949,66.8746725555206,7.58
6.19817105976215,6,6.924361513243697,91.12673971920984,93.30056889820821,9.93
6.736419905302215,0,9.912559937021882,90.197925377626,66.14220695834751,6.76
8.711055768358081,6,1.2839428945412523,77.62504837039445,79.8704561275869,12.4
5.198042692950159,1,1.0410964938416634,76.00849461553756,80.27600633316783,9.46
7.085406630481669,4,7.243388171287411,57.14379806697059,77.13685617175857,6.13
7.554487413172255,5,5.783869170064091,88.76730752015678,82.56608370018864,10.51
4.278702476319986,1,2.7416066655980584,63.570469022335715,68.04393540291665,7.0
7.645269111408631,6,0.794193689889866,74.83477114089733,79.34317937218619,11.94
5.023144742123749,5,0.8565824959643054,64.21370464637583,73.0260639336414,9.5
4.390309557911677,6,8.941908746641182,56.691418149984656,83.15835408702162,4.75
9.69331322352,4,1.918673247187429,81.47788484458682,64.94282401806024,12.27
9.793792198447356,6,3.2337156211552074,52.71660174114519,79.98070958938166,9.37
8.850384088698767,0,2.26656402226988,87.43226170631,66.48446243841633,11.15
5.827682615040224,2,3.5499630583193733,65.87933976305584,69.75250720902628,7.74
4.586032684038303,1,0.6942384274609337,50.00673465022427,67.65484301132541,6.79
8.10539815907294,2,5.190597909082704,75.55645696186149,66.3993222954086,8.8
6.640914962437607,6,0.676125635922149,52.34259542638016,88.89988330462334,9.35
4.7322294090686725,4,8.003565078223616,63.80847789104497,69.99976486813117,5.47
6.971061460667621,1,2.3371208191043302,85.3488243727858,92.44933236525573,10.45
4.20633112669131,6,5.400119146045106,53.13448108109329,93.94742838708169,6.1
9.455922412472692,5,8.800790875614583,91.96692461780012,79.9941164477984,10.08
5.5526798896001015,3,6.5087736904719415,50.19099613292916,65.00503929330043,4.89
7.975133706123891,6,5.329577865513353,62.34119346009511,73.10918851828535,8.56
5.8702664565364655,2,3.243337531153756,87.04520280760357,87.9206292171875,10.03
7.120408127066865,1,3.330019130581979,65.81350748646534,72.85867550439747,8.06
7.280261676059678,2,6.694869551981901,55.094619403300676,63.04560264059761,5.67
5.109126733153162,1,9.941393612211675,68.0116959400214,79.48747188248657,4.17
9.817507766587351,6,6.618391898493786,63.51966431922628,89.57922980236121,8.77
8.650796940166687,0,5.577834173700249,92.13559510802774,87.85742355002259,9.88
9.636993649385134,5,7.306505102392461,65.66739587925716,66.12930990456236,8.27
9.368964102565894,6,4.652056122837181,89.44662358880036,83.54676150443633,12.17
7.587399872866511,2,0.6014234260078521,94.59360724053673,67.71764922024765,12.79
9.531245410138702,3,5.6229681587790985,71.69087097882648,67.63726370932602,9.07
4.530955012311517,3,9.576252845053801,95.4971571927196,90.59251206568148,7.47
5.175897174514871,4,1.7530294235765964,68.86590269815964,68.73841334590806,9.28
4.271363733463229,1,6.900048908206657,98.20392082450542,69.2136571281304,8.38
5.951981984579586,2,2.0093368865905648,54.46447622627865,60.02286867664549,7.42
6.332063738136892,4,5.3582768447308124,84.35096332516213,90.47341619439311,9.49
5.628094190643376,2,0.9667644964671962,74.69070202284644,87.74081846231971,9.84
8.972425054911575,1,4.503709362581851,69.38244027278236,81.95651272817373,8.58
6.1405199601615355,6,7.561633288952461,81.63559393743004,86.25930173785947,8.64
5.685607058124285,6,3.4757152423898208,85.19285458171656,65.32169985985722,10.86
7.256176498949491,3,6.64911724487218,50.21816348251546,76.04132581056514,5.5
4.845545349848576,6,7.954499607897292,58.347654437359935,72.29267855720732,5.6
8.813181884524237,6,9.271778194794527,85.65230253171593,63.28217841899558,9.25
4.447303862078625,0,2.3464208185545354,83.31927067891033,77.01456698252234,8.94
9.921321619603104,3,3.993159158093081,98.30237525643386,92.22588776199224,12.7
8.633468615779945,4,1.5241601333041743,88.05188951253915,61.402069166774304,12.7
5.192294089205035,5,9.924835021583752,97.53863538656691,70.20113197228278,8.37
4.033132702741614,0,9.270009679242953,85.12702507674035,67.26393276719962,5.49
8.892768570729004,4,5.399571302805596,64.90261043197216,68.33513287829938,8.55
8.241144063085702,1,8.420332943764212,55.268246112542826,91.79520931577814,4.91
8.374043008245923,0,5.209579772720422,89.09119316724679,76.38241689820015,9.65
8.627622080115675,4,6.2358568800275975,82.2074610737958,76.32047945289366,9.75
4.444267910404542,1,0.8912443211601662,52.40930061966481,86.62014748593488,6.87
6.150794371265635,3,7.552704204968079,68.00252329504892,65.40722714017241,6.38
